transaction_id,user_id,amount,timestamp,device_id,beneficiary_id,location_region,transaction_frequency,avg_amount,is_new_device,is_new_beneficiary,location_deviation,transactions_previous_hour,beneficiary_count,previous_fraud_alerts,fraud_label
TXN0020,USER_110,1059.94,2025-04-26 06:53:00+00:00,DEV_33,BEN_121,WEST,4.0,642.51,0,0,0.111,1.0,4.0,0.0,0
TXN0021,USER_164,1030.36,2025-05-19 08:34:00+00:00,DEV_27,BEN_213,NORTH,4.0,622.27,0,0,0.099,1.0,5.0,0.0,0
TXN0022,USER_126,1197.81,2025-04-07 15:14:00+00:00,DEV_28,BEN_067,EAST,2.0,547.86,0,0,0.116,1.0,3.0,0.0,0
TXN0023,USER_128,790.81,2025-03-14 07:42:00+00:00,DEV_29,BEN_079,WEST,1.0,833.38,0,0,0.113,0.0,3.0,0.0,0
TXN0024,USER_109,382.0,2025-03-15 21:10:00+00:00,DEV_23,BEN_022,EAST,4.0,626.82,0,0,0.205,2.0,5.0,1.0,0
TXN0025,USER_117,753.52,2025-06-25 19:08:00+00:00,DEV_25,BEN_144,EAST,2.0,585.75,0,0,0.035,0.0,2.0,0.0,0
TXN0026,USER_110,784.2,2025-03-02 18:21:00+00:00,DEV_45,BEN_214,NORTH,6.0,597.18,0,0,0.0,3.0,4.0,0.0,0
TXN0027,USER_107,465.67,2025-06-03 09:19:00+00:00,DEV_22,BEN_120,SOUTH,3.0,729.85,0,0,0.017,2.0,1.0,0.0,0
TXN0028,USER_101,1032.49,2025-01-10 20:08:00+00:00,DEV_28,BEN_104,WEST,4.0,704.82,0,0,0.038,3.0,3.0,0.0,0
TXN0029,USER_123,232.68,2025-04-29 17:03:00+00:00,DEV_57,BEN_187,WEST,2.0,711.91,0,0,0.022,0.0,1.0,0.0,0
TXN0030,USER_160,1473.96,2025-05-03 13:56:00+00:00,DEV_26,BEN_111,SOUTH,2.0,714.62,0,0,0.086,1.0,5.0,0.0,0
TXN0031,USER_169,779.61,2025-05-02 06:40:00+00:00,DEV_09,BEN_100,SOUTH,6.0,971.25,0,0,0.155,3.0,5.0,0.0,0
TXN0032,USER_118,220.99,2025-03-17 15:43:00+00:00,DEV_02,BEN_191,WEST,2.0,589.04,0,0,0.172,1.0,2.0,0.0,0
TXN0033,USER_133,289.83,2025-05-05 20:03:00+00:00,DEV_61,BEN_071,WEST,5.0,573.16,0,0,0.11,2.0,1.0,0.0,0
TXN0034,USER_166,399.37,2025-03-22 06:47:00+00:00,DEV_75,BEN_212,SOUTH,2.0,527.93,0,0,0.208,0.0,4.0,0.0,0
TXN0035,USER_156,609.08,2025-04-17 06:21:00+00:00,DEV_54,BEN_067,WEST,6.0,742.4,0,0,0.059,3.0,5.0,0.0,0
TXN0036,USER_172,296.88,2025-06-10 12:44:00+00:00,DEV_05,BEN_128,SOUTH,2.0,819.35,0,0,0.0,1.0,2.0,0.0,0
TXN0037,USER_133,525.8,2025-05-02 15:29:00+00:00,DEV_45,BEN_063,WEST,6.0,632.91,0,0,0.143,3.0,5.0,0.0,0
TXN0038,USER_113,349.28,2025-05-13 14:14:00+00:00,DEV_22,BEN_158,WEST,4.0,523.98,0,0,0.0,1.0,3.0,0.0,0
TXN0039,USER_111,536.53,2025-06-24 13:15:00+00:00,DEV_26,BEN_109,EAST,2.0,526.33,0,0,0.035,0.0,3.0,0.0,0
TXN0040,USER_156,771.38,2025-02-09 10:08:00+00:00,DEV_73,BEN_060,SOUTH,3.0,747.59,0,0,0.111,2.0,2.0,0.0,0
TXN0041,USER_102,718.93,2025-04-16 07:49:00+00:00,DEV_66,BEN_186,SOUTH,2.0,761.49,0,0,0.074,1.0,2.0,0.0,0
TXN0042,USER_136,675.19,2025-04-29 06:25:00+00:00,DEV_59,BEN_233,NORTH,2.0,731.47,0,0,0.069,1.0,2.0,0.0,0
TXN0043,USER_128,258.85,2025-05-06 07:46:00+00:00,DEV_40,BEN_007,NORTH,5.0,550.17,0,0,0.009,3.0,1.0,0.0,0
TXN0044,USER_173,238.24,2025-01-24 18:49:00+00:00,DEV_46,BEN_142,WEST,4.0,684.82,0,1,0.079,1.0,2.0,0.0,0
TXN0045,USER_179,456.58,2025-05-17 20:10:00+00:00,DEV_73,BEN_179,EAST,3.0,667.5,0,0,0.14,1.0,2.0,0.0,0
TXN0046,USER_138,1186.46,2025-02-04 13:19:00+00:00,DEV_53,BEN_180,NORTH,5.0,682.8,0,0,0.081,2.0,1.0,0.0,0
TXN0047,USER_146,1703.94,2025-03-15 07:07:00+00:00,DEV_46,BEN_055,EAST,3.0,780.71,0,0,0.03,0.0,2.0,0.0,0
TXN0048,USER_130,1410.96,2025-05-09 13:00:00+00:00,DEV_08,BEN_029,WEST,6.0,683.54,0,0,0.005,3.0,1.0,0.0,0
TXN0049,USER_162,945.82,2025-02-17 23:59:00+00:00,DEV_79,BEN_128,EAST,3.0,751.84,0,0,0.031,0.0,1.0,0.0,0
TXN0050,USER_123,865.09,2025-01-23 10:39:00+00:00,DEV_64,BEN_159,WEST,3.0,660.14,1,0,0.104,0.0,4.0,0.0,0
TXN0051,USER_159,622.44,2025-05-02 14:27:00+00:00,DEV_29,BEN_073,NORTH,3.0,693.37,0,0,0.101,0.0,1.0,0.0,0
TXN0052,USER_172,1318.47,2025-02-20 15:12:00+00:00,DEV_20,BEN_092,NORTH,2.0,744.69,0,0,0.032,1.0,2.0,0.0,0
TXN0053,USER_113,756.31,2025-05-29 11:35:00+00:00,DEV_77,BEN_133,EAST,4.0,431.43,0,0,0.0,2.0,4.0,0.0,0
TXN0054,USER_118,1146.37,2025-06-11 13:32:00+00:00,DEV_76,BEN_113,EAST,4.0,602.05,0,0,0.105,2.0,1.0,0.0,0
TXN0055,USER_130,1159.73,2025-03-04 14:13:00+00:00,DEV_34,BEN_121,EAST,6.0,579.44,0,0,0.026,3.0,4.0,0.0,0
TXN0056,USER_166,623.59,2025-05-13 14:00:00+00:00,DEV_19,BEN_170,WEST,4.0,554.17,0,0,0.121,3.0,1.0,0.0,0
TXN0057,USER_151,1069.57,2025-02-10 18:28:00+00:00,DEV_64,BEN_246,NORTH,4.0,608.73,0,0,0.035,1.0,1.0,0.0,0
TXN0058,USER_115,1601.75,2025-06-17 16:30:00+00:00,DEV_50,BEN_199,WEST,5.0,874.24,0,0,0.021,3.0,1.0,0.0,0
TXN0059,USER_129,460.87,2025-02-14 06:47:00+00:00,DEV_72,BEN_003,NORTH,3.0,520.13,0,0,0.089,0.0,5.0,0.0,0
TXN0060,USER_151,1642.62,2025-06-08 06:23:00+00:00,DEV_44,BEN_087,EAST,3.0,795.24,0,1,0.221,0.0,1.0,0.0,0
TXN0061,USER_177,190.53,2025-05-22 13:05:00+00:00,DEV_44,BEN_003,WEST,3.0,397.57,0,0,0.125,1.0,1.0,0.0,0
TXN0062,USER_136,1312.96,2025-02-26 22:52:00+00:00,DEV_12,BEN_218,EAST,5.0,599.77,0,0,0.088,2.0,5.0,0.0,0
TXN0063,USER_105,1189.11,2025-05-29 06:24:00+00:00,DEV_48,BEN_161,NORTH,1.0,674.41,0,0,0.102,0.0,4.0,0.0,0
TXN0064,USER_108,352.15,2025-04-24 07:43:00+00:00,DEV_29,BEN_055,EAST,4.0,737.93,0,0,0.0,3.0,3.0,0.0,0
TXN0065,USER_102,1170.47,2025-05-01 18:02:00+00:00,DEV_17,BEN_209,WEST,3.0,756.68,0,0,0.013,1.0,1.0,0.0,0
TXN0066,USER_110,280.64,2025-03-10 14:02:00+00:00,DEV_62,BEN_141,NORTH,3.0,769.0,0,0,0.0,1.0,2.0,0.0,0
TXN0067,USER_133,1053.94,2025-02-12 10:01:00+00:00,DEV_28,BEN_013,WEST,3.0,597.69,0,0,0.184,2.0,3.0,0.0,0
TXN0068,USER_122,1055.92,2025-05-06 09:47:00+00:00,DEV_17,BEN_038,EAST,4.0,580.65,0,0,0.172,1.0,3.0,0.0,0
TXN0069,USER_124,1124.89,2025-01-10 17:14:00+00:00,DEV_76,BEN_202,NORTH,2.0,778.7,0,0,0.104,1.0,3.0,0.0,0
TXN0070,USER_161,1197.9,2025-03-04 15:47:00+00:00,DEV_77,BEN_073,SOUTH,5.0,621.3,0,0,0.088,3.0,1.0,0.0,0
TXN0071,USER_138,222.89,2025-01-26 17:56:00+00:00,DEV_40,BEN_131,WEST,2.0,458.65,0,0,0.0,1.0,5.0,0.0,0
TXN0072,USER_158,395.65,2025-01-01 11:39:00+00:00,DEV_24,BEN_223,SOUTH,1.0,480.01,0,0,0.067,0.0,4.0,0.0,0
TXN0073,USER_143,556.6,2025-01-02 15:59:00+00:00,DEV_13,BEN_072,WEST,3.0,512.08,0,0,0.188,2.0,2.0,0.0,0
TXN0074,USER_116,275.82,2025-01-17 21:55:00+00:00,DEV_50,BEN_003,SOUTH,4.0,724.57,0,0,0.088,2.0,5.0,0.0,0
TXN0075,USER_175,773.15,2025-06-19 11:43:00+00:00,DEV_49,BEN_021,SOUTH,3.0,671.36,0,0,0.046,0.0,2.0,0.0,0
TXN0076,USER_138,605.8,2025-05-19 13:48:00+00:00,DEV_49,BEN_228,WEST,4.0,753.57,0,0,0.0,3.0,1.0,0.0,0
TXN0077,USER_166,612.98,2025-06-28 08:36:00+00:00,DEV_61,BEN_150,WEST,4.0,585.91,0,0,0.163,1.0,5.0,0.0,0
TXN0078,USER_107,746.34,2025-01-16 17:13:00+00:00,DEV_38,BEN_082,NORTH,2.0,673.78,0,0,0.076,0.0,1.0,0.0,0
TXN0079,USER_167,1466.02,2025-06-29 06:06:00+00:00,DEV_54,BEN_020,WEST,3.0,743.84,0,0,0.0,0.0,1.0,0.0,0
TXN0080,USER_157,491.12,2025-04-18 10:22:00+00:00,DEV_52,BEN_174,SOUTH,4.0,603.6,0,0,0.025,2.0,4.0,0.0,0
TXN0081,USER_119,1435.68,2025-05-23 18:28:00+00:00,DEV_63,BEN_010,WEST,2.0,718.52,0,0,0.003,0.0,2.0,0.0,0
TXN0082,USER_163,610.93,2025-06-04 06:20:00+00:00,DEV_59,BEN_023,NORTH,3.0,550.71,0,0,0.072,1.0,1.0,0.0,0
TXN0083,USER_159,549.59,2025-02-17 23:06:00+00:00,DEV_03,BEN_148,EAST,5.0,595.54,0,0,0.092,2.0,1.0,0.0,0
TXN0084,USER_171,743.75,2025-05-14 13:30:00+00:00,DEV_49,BEN_160,NORTH,5.0,592.74,0,0,0.05,3.0,1.0,0.0,0
TXN0085,USER_116,514.73,2025-04-27 13:29:00+00:00,DEV_78,BEN_142,EAST,4.0,470.62,0,0,0.127,1.0,5.0,0.0,0
TXN0086,USER_170,570.49,2025-03-16 15:57:00+00:00,DEV_45,BEN_227,WEST,5.0,723.05,0,0,0.085,3.0,4.0,0.0,0
TXN0087,USER_160,727.44,2025-03-30 17:57:00+00:00,DEV_42,BEN_068,EAST,2.0,579.59,0,0,0.144,1.0,5.0,0.0,0
TXN0088,USER_127,383.58,2025-02-07 14:36:00+00:00,DEV_48,BEN_139,SOUTH,4.0,651.87,0,0,0.059,3.0,4.0,0.0,0
TXN0089,USER_128,699.49,2025-02-03 21:51:00+00:00,DEV_45,BEN_077,WEST,3.0,722.11,0,0,0.263,1.0,3.0,0.0,0
TXN0090,USER_120,985.85,2025-06-16 23:18:00+00:00,DEV_32,BEN_091,NORTH,1.0,716.98,0,0,0.046,0.0,2.0,0.0,0
TXN0091,USER_138,813.9,2025-05-12 09:58:00+00:00,DEV_79,BEN_038,EAST,3.0,749.81,0,0,0.026,2.0,5.0,0.0,0
TXN0092,USER_171,1184.97,2025-04-12 18:56:00+00:00,DEV_06,BEN_198,WEST,5.0,635.23,0,0,0.018,3.0,5.0,0.0,0
TXN0093,USER_167,462.03,2025-05-05 11:07:00+00:00,DEV_65,BEN_176,SOUTH,4.0,586.51,0,0,0.067,3.0,3.0,1.0,0
TXN0094,USER_111,1367.05,2025-03-14 23:42:00+00:00,DEV_13,BEN_178,NORTH,6.0,638.04,0,0,0.0,3.0,1.0,0.0,0
TXN0095,USER_110,710.84,2025-02-14 10:27:00+00:00,DEV_17,BEN_036,SOUTH,3.0,396.9,0,0,0.098,0.0,4.0,0.0,0
TXN0096,USER_104,925.8,2025-06-19 11:15:00+00:00,DEV_48,BEN_030,SOUTH,5.0,432.93,0,0,0.0,2.0,2.0,0.0,0
TXN0097,USER_149,854.63,2025-06-28 18:24:00+00:00,DEV_51,BEN_195,WEST,4.0,451.6,0,0,0.09,2.0,2.0,0.0,0
TXN0098,USER_125,285.23,2025-02-08 20:54:00+00:00,DEV_74,BEN_166,WEST,3.0,500.41,0,0,0.0,2.0,4.0,0.0,0
TXN0099,USER_160,923.15,2025-05-25 08:55:00+00:00,DEV_24,BEN_008,SOUTH,3.0,709.97,0,0,0.057,0.0,5.0,0.0,0
TXN0100,USER_160,320.31,2025-03-21 16:20:00+00:00,DEV_03,BEN_166,WEST,2.0,514.18,0,0,0.116,0.0,4.0,0.0,0
TXN0101,USER_115,1100.31,2025-05-08 12:27:00+00:00,DEV_21,BEN_245,NORTH,4.0,593.28,0,0,0.218,2.0,1.0,0.0,0
TXN0102,USER_155,1191.21,2025-01-20 17:30:00+00:00,DEV_43,BEN_188,NORTH,5.0,844.88,0,0,0.015,3.0,4.0,0.0,0
TXN0103,USER_161,477.58,2025-03-28 16:44:00+00:00,DEV_29,BEN_070,EAST,1.0,596.56,0,0,0.071,0.0,5.0,0.0,0
TXN0104,USER_178,1571.64,2025-01-23 23:28:00+00:00,DEV_20,BEN_079,EAST,2.0,760.63,0,0,0.037,0.0,4.0,0.0,0
TXN0105,USER_157,264.59,2025-05-27 22:23:00+00:00,DEV_73,BEN_188,WEST,3.0,509.96,0,0,0.028,1.0,2.0,0.0,0
TXN0106,USER_128,849.11,2025-03-13 17:55:00+00:00,DEV_45,BEN_100,EAST,4.0,619.18,0,0,0.037,1.0,4.0,0.0,0
TXN0107,USER_179,847.51,2025-02-17 18:22:00+00:00,DEV_54,BEN_184,NORTH,5.0,507.5,0,0,0.129,3.0,2.0,0.0,0
TXN0108,USER_122,246.74,2025-05-06 22:15:00+00:00,DEV_60,BEN_240,EAST,6.0,599.15,0,0,0.051,3.0,5.0,0.0,0
TXN0109,USER_164,1114.35,2025-06-21 09:19:00+00:00,DEV_33,BEN_101,SOUTH,5.0,776.05,0,0,0.215,2.0,5.0,0.0,0
TXN0110,USER_130,723.25,2025-03-03 19:19:00+00:00,DEV_59,BEN_143,SOUTH,4.0,390.9,0,1,0.105,3.0,3.0,0.0,0
TXN0111,USER_174,306.31,2025-05-10 19:33:00+00:00,DEV_77,BEN_122,SOUTH,1.0,715.16,0,0,0.019,0.0,1.0,0.0,0
TXN0112,USER_162,873.03,2025-05-05 08:39:00+00:00,DEV_58,BEN_127,WEST,5.0,685.66,0,0,0.058,3.0,3.0,0.0,0
TXN0113,USER_147,443.8,2025-03-30 21:08:00+00:00,DEV_24,BEN_019,NORTH,4.0,560.88,0,0,0.032,1.0,1.0,0.0,0
TXN0114,USER_117,675.43,2025-05-25 18:53:00+00:00,DEV_62,BEN_246,EAST,3.0,433.09,0,0,0.128,1.0,4.0,0.0,0
TXN0115,USER_115,347.25,2025-01-24 12:15:00+00:00,DEV_19,BEN_135,NORTH,1.0,660.82,0,0,0.0,0.0,4.0,0.0,0
TXN0116,USER_175,1187.03,2025-06-07 14:06:00+00:00,DEV_06,BEN_058,EAST,2.0,570.58,0,0,0.0,0.0,2.0,0.0,0
TXN0117,USER_164,1369.79,2025-03-14 14:40:00+00:00,DEV_36,BEN_143,NORTH,3.0,684.9,0,0,0.045,0.0,5.0,0.0,0
TXN0118,USER_141,426.82,2025-01-09 22:12:00+00:00,DEV_41,BEN_100,WEST,2.0,653.28,0,0,0.121,1.0,4.0,0.0,0
TXN0119,USER_170,813.89,2025-06-28 23:45:00+00:00,DEV_38,BEN_205,WEST,2.0,890.27,0,0,0.154,0.0,5.0,0.0,0
TXN0120,USER_162,869.87,2025-05-20 20:56:00+00:00,DEV_21,BEN_190,WEST,2.0,614.1,0,0,0.163,0.0,2.0,0.0,0
TXN0121,USER_131,826.29,2025-05-27 17:41:00+00:00,DEV_22,BEN_096,SOUTH,4.0,496.48,0,0,0.112,2.0,1.0,0.0,0
TXN0122,USER_166,772.36,2025-01-27 07:46:00+00:00,DEV_73,BEN_178,WEST,4.0,676.89,0,0,0.075,3.0,3.0,0.0,0
TXN0123,USER_163,407.72,2025-05-16 22:29:00+00:00,DEV_24,BEN_009,NORTH,3.0,683.0,0,0,0.128,0.0,2.0,0.0,0
TXN0124,USER_138,425.14,2025-05-06 08:20:00+00:00,DEV_62,BEN_241,SOUTH,5.0,853.88,0,0,0.011,2.0,4.0,0.0,0
TXN0125,USER_101,1705.24,2025-06-12 09:36:00+00:00,DEV_21,BEN_128,NORTH,5.0,775.27,0,0,0.0,3.0,3.0,0.0,0
TXN0126,USER_159,819.73,2025-03-08 07:21:00+00:00,DEV_09,BEN_163,NORTH,3.0,703.53,0,0,0.106,1.0,4.0,0.0,0
TXN0127,USER_127,1702.31,2025-06-16 23:52:00+00:00,DEV_05,BEN_161,SOUTH,2.0,869.5,0,0,0.02,0.0,1.0,0.0,0
TXN0128,USER_129,573.81,2025-05-08 14:28:00+00:00,DEV_20,BEN_078,EAST,1.0,471.69,0,0,0.076,0.0,1.0,0.0,0
TXN0129,USER_157,1137.15,2025-02-15 10:29:00+00:00,DEV_67,BEN_172,WEST,4.0,554.04,0,0,0.087,3.0,5.0,0.0,0
TXN0130,USER_164,238.51,2025-02-08 07:40:00+00:00,DEV_36,BEN_100,NORTH,4.0,511.01,0,0,0.095,1.0,3.0,0.0,0
TXN0131,USER_107,305.61,2025-06-12 13:11:00+00:00,DEV_55,BEN_170,SOUTH,1.0,591.53,0,0,0.136,0.0,1.0,0.0,0
TXN0132,USER_165,916.4,2025-04-27 19:33:00+00:00,DEV_77,BEN_023,EAST,6.0,443.5,0,1,0.13,3.0,5.0,0.0,0
TXN0133,USER_123,1565.25,2025-01-22 23:45:00+00:00,DEV_04,BEN_037,NORTH,5.0,745.27,0,0,0.092,3.0,1.0,0.0,0
TXN0134,USER_145,553.74,2025-01-23 15:46:00+00:00,DEV_09,BEN_231,EAST,4.0,616.67,0,0,0.053,2.0,5.0,0.0,0
TXN0135,USER_169,418.56,2025-05-29 16:13:00+00:00,DEV_73,BEN_184,EAST,1.0,429.38,0,0,0.086,0.0,2.0,0.0,0
TXN0136,USER_117,577.12,2025-01-31 21:03:00+00:00,DEV_45,BEN_033,EAST,3.0,497.66,0,0,0.044,0.0,3.0,0.0,0
TXN0137,USER_117,760.25,2025-02-09 22:11:00+00:00,DEV_49,BEN_054,NORTH,2.0,697.03,1,0,0.068,0.0,2.0,0.0,0
TXN0138,USER_177,512.82,2025-04-21 11:49:00+00:00,DEV_27,BEN_136,NORTH,3.0,775.72,0,0,0.237,0.0,1.0,0.0,0
TXN0139,USER_129,1905.58,2025-06-05 23:15:00+00:00,DEV_66,BEN_002,WEST,5.0,949.51,0,0,0.091,2.0,3.0,0.0,0
TXN0140,USER_175,849.32,2025-03-02 15:03:00+00:00,DEV_52,BEN_100,WEST,2.0,1087.08,0,0,0.107,1.0,2.0,0.0,0
TXN0141,USER_128,1167.96,2025-04-30 22:35:00+00:00,DEV_21,BEN_082,SOUTH,6.0,712.16,0,1,0.038,3.0,3.0,0.0,0
TXN0142,USER_149,214.47,2025-05-07 08:52:00+00:00,DEV_52,BEN_034,EAST,2.0,501.57,0,0,0.141,0.0,3.0,0.0,0
TXN0143,USER_140,123.37,2025-04-19 07:13:00+00:00,DEV_01,BEN_075,EAST,3.0,330.19,0,0,0.126,2.0,4.0,0.0,0
TXN0144,USER_178,1064.28,2025-05-04 21:02:00+00:00,DEV_20,BEN_073,EAST,5.0,690.16,0,0,0.126,3.0,1.0,0.0,0
TXN0145,USER_144,498.56,2025-02-10 18:08:00+00:00,DEV_17,BEN_017,EAST,2.0,528.06,0,0,0.093,0.0,2.0,0.0,0
TXN0146,USER_140,908.21,2025-04-22 09:07:00+00:00,DEV_63,BEN_158,EAST,4.0,587.7,0,0,0.142,2.0,5.0,0.0,0
TXN0147,USER_137,267.17,2025-01-01 22:12:00+00:00,DEV_59,BEN_068,NORTH,3.0,558.19,0,0,0.156,2.0,5.0,0.0,0
TXN0148,USER_130,1323.62,2025-05-12 07:10:00+00:00,DEV_08,BEN_008,NORTH,3.0,628.88,0,0,0.097,0.0,3.0,0.0,0
TXN0149,USER_135,1394.79,2025-05-23 18:38:00+00:00,DEV_72,BEN_006,WEST,2.0,809.9,0,0,0.073,1.0,2.0,0.0,0
TXN0150,USER_136,1323.48,2025-05-23 09:13:00+00:00,DEV_65,BEN_241,EAST,5.0,673.56,0,0,0.134,3.0,3.0,0.0,0
TXN0151,USER_161,350.23,2025-01-06 07:32:00+00:00,DEV_35,BEN_030,NORTH,6.0,626.2,1,0,0.026,3.0,4.0,0.0,0
TXN0152,USER_103,449.3,2025-06-14 20:24:00+00:00,DEV_17,BEN_227,NORTH,2.0,494.65,0,0,0.037,1.0,2.0,0.0,0
TXN0153,USER_140,398.74,2025-03-20 21:39:00+00:00,DEV_34,BEN_042,NORTH,2.0,398.8,0,0,0.077,0.0,5.0,0.0,0
TXN0154,USER_143,762.07,2025-01-15 07:39:00+00:00,DEV_47,BEN_022,EAST,2.0,577.05,0,0,0.0,0.0,1.0,0.0,0
TXN0155,USER_160,554.66,2025-04-07 07:35:00+00:00,DEV_50,BEN_136,EAST,6.0,641.93,0,0,0.13,3.0,4.0,0.0,0
TXN0156,USER_153,379.99,2025-04-13 17:53:00+00:00,DEV_28,BEN_217,NORTH,5.0,915.19,0,0,0.022,2.0,3.0,0.0,0
TXN0157,USER_134,670.12,2025-03-14 06:11:00+00:00,DEV_09,BEN_018,NORTH,4.0,669.54,0,0,0.052,1.0,3.0,0.0,0
TXN0158,USER_108,624.89,2025-05-15 19:31:00+00:00,DEV_49,BEN_082,NORTH,2.0,797.41,0,0,0.067,0.0,3.0,0.0,0
TXN0159,USER_129,594.23,2025-04-08 22:23:00+00:00,DEV_56,BEN_188,SOUTH,5.0,575.11,0,0,0.082,3.0,1.0,0.0,0
TXN0160,USER_120,318.41,2025-02-09 19:31:00+00:00,DEV_22,BEN_017,NORTH,2.0,472.26,0,0,0.059,1.0,2.0,0.0,0
TXN0161,USER_116,402.98,2025-04-22 10:08:00+00:00,DEV_51,BEN_043,SOUTH,5.0,505.23,1,0,0.076,2.0,2.0,0.0,0
TXN0162,USER_157,807.07,2025-02-17 09:19:00+00:00,DEV_45,BEN_077,NORTH,4.0,541.22,0,0,0.076,3.0,4.0,0.0,0
TXN0163,USER_138,1005.61,2025-01-22 18:56:00+00:00,DEV_40,BEN_201,WEST,4.0,969.27,0,0,0.053,2.0,3.0,0.0,0
TXN0164,USER_163,503.73,2025-02-18 07:48:00+00:00,DEV_01,BEN_202,WEST,6.0,526.79,0,0,0.034,3.0,3.0,0.0,0
TXN0165,USER_111,1019.69,2025-06-13 15:25:00+00:00,DEV_25,BEN_177,SOUTH,5.0,775.77,0,0,0.145,2.0,3.0,0.0,0
TXN0166,USER_178,908.99,2025-04-14 14:06:00+00:00,DEV_30,BEN_166,WEST,2.0,514.56,0,0,0.0,1.0,3.0,0.0,0
TXN0167,USER_137,805.41,2025-02-27 19:38:00+00:00,DEV_66,BEN_007,EAST,6.0,789.74,0,0,0.068,3.0,1.0,0.0,0
TXN0168,USER_120,1002.37,2025-03-07 09:18:00+00:00,DEV_66,BEN_060,NORTH,4.0,707.74,0,0,0.052,2.0,5.0,0.0,0
TXN0169,USER_129,1338.08,2025-06-04 19:19:00+00:00,DEV_70,BEN_230,SOUTH,5.0,626.5,0,0,0.105,3.0,5.0,0.0,0
TXN0170,USER_167,831.75,2025-04-30 18:05:00+00:00,DEV_37,BEN_180,NORTH,1.0,643.89,0,0,0.0,0.0,2.0,0.0,0
TXN0171,USER_156,1119.35,2025-05-20 10:17:00+00:00,DEV_26,BEN_061,EAST,5.0,551.78,0,0,0.05,2.0,4.0,0.0,0
TXN0172,USER_113,1296.16,2025-04-20 12:12:00+00:00,DEV_40,BEN_177,WEST,4.0,716.91,0,0,0.074,2.0,2.0,0.0,0
TXN0173,USER_179,239.43,2025-06-28 07:02:00+00:00,DEV_63,BEN_181,EAST,1.0,581.75,0,0,0.144,0.0,1.0,0.0,0
TXN0174,USER_110,519.9,2025-04-29 14:35:00+00:00,DEV_50,BEN_185,NORTH,2.0,466.16,0,0,0.1,1.0,5.0,0.0,0
